,rank,title,total_ratings,installs_in_millions,average_rating,growth_30_days,growth_60_days,price,category,5_star_ratings,4_star_ratings,3_star_ratings,2_star_ratings,1_star_ratings,5_star_percent,4_star_percent,3_star_percent,2_star_percent,1_star_percent,paid
1292,67,Stickman Dismounting,482519,10.0,4,0.3,0.6,0.0,GAME SIMULATION,325745,62787,34580,15140,44265,67.51,13.01,7.17,3.14,9.17,False
1293,68,High School Simulator 2018,469556,10.0,4,2.2,4.9,0.0,GAME SIMULATION,319312,49141,28495,16144,56462,68.0,10.47,6.07,3.44,12.02,False
1294,69,Car Mechanic Simulator 21,461516,10.0,4,4.7,8.2,0.0,GAME SIMULATION,328638,72163,33136,9419,18158,71.21,15.64,7.18,2.04,3.93,False
1295,70,"Avatar Life - fun, love & games in virtual world!",460207,10.0,4,0.6,1.4,0.0,GAME SIMULATION,290673,63017,32312,15512,58692,63.16,13.69,7.02,3.37,12.75,False
1296,71,Indian Train Simulator,459870,10.0,4,1.0,1.9,0.0,GAME SIMULATION,296424,48785,31277,19678,63704,64.46,10.61,6.8,4.28,13.85,False
1297,72,Battle Disc,452939,10.0,4,1.1,1.4,0.0,GAME SIMULATION,312223,51549,35188,15361,38614,68.93,11.38,7.77,3.39,8.53,False
1298,73,Heavy Bus Simulator,447230,10.0,4,0.4,0.9,0.0,GAME SIMULATION,295736,49354,27584,15716,58838,66.13,11.04,6.17,3.51,13.16,False
1299,74,Симулятор жизни Ютубера,444868,1.0,4,0.3,0.7,0.0,GAME SIMULATION,360479,53149,17468,4630,9141,81.03,11.95,3.93,1.04,2.05,False
1300,75,Woodturning,440328,100.0,3,1.9,5.8,0.0,GAME SIMULATION,270134,48303,34507,23777,63605,61.35,10.97,7.84,5.4,14.44,False
1301,76,Truck Simulator USA - Evolution,438497,10.0,4,1.6,2.9,0.0,GAME SIMULATION,279057,59004,33758,16184,50492,63.64,13.46,7.7,3.69,11.51,False
1302,77,BitLife - Life Simulator,436857,10.0,4,1.8,3.6,0.0,GAME SIMULATION,284626,70011,30778,15633,35807,65.15,16.03,7.05,3.58,8.2,False
1303,78,Bio Inc - Plague and rebel doctors offline,425415,10.0,4,0.0,0.0,0.0,GAME SIMULATION,256882,80382,35672,14906,37571,60.38,18.9,8.39,3.5,8.83,False
1304,79,Idle Miner Tycoon: Mine & Money Clicker Management,424389,50.0,4,0.2,0.5,0.0,GAME SIMULATION,322660,60867,23726,5834,11299,76.03,14.34,5.59,1.37,2.66,False
1305,80,ZooCraft: Animal Family Simulator,423346,10.0,4,0.3,0.6,0.0,GAME SIMULATION,289749,67679,29166,11427,25323,68.44,15.99,6.89,2.7,5.98,False
1306,81,Goat Simulator,421173,10.0,4,1.7,3.6,0.0,GAME SIMULATION,313187,34205,17716,10470,45593,74.36,8.12,4.21,2.49,10.83,False
1307,82,Mystic Messenger,419193,5.0,4,0.8,1.7,0.0,GAME SIMULATION,356875,30456,11327,5569,14964,85.13,7.27,2.7,1.33,3.57,False
1308,83,Extreme Landings,416810,10.0,3,0.3,709.0,0.0,GAME SIMULATION,247167,51343,29577,18589,70132,59.3,12.32,7.1,4.46,16.83,False
1309,84,Stickman Rope Hero,408005,10.0,4,0.4,1.0,0.0,GAME SIMULATION,268617,36817,24125,15405,63038,65.84,9.02,5.91,3.78,15.45,False
1310,85,Prison Empire Tycoon - Idle Game,404733,10.0,4,3.2,6.4,0.0,GAME SIMULATION,269192,76249,27786,10798,20707,66.51,18.84,6.87,2.67,5.12,False
1311,86,FarmVille 2: Tropic Escape,402206,10.0,4,0.2,0.4,0.0,GAME SIMULATION,265159,57516,29317,14948,35263,65.93,14.3,7.29,3.72,8.77,False
1312,87,Terrarium: Garden Idle,392903,5.0,4,0.8,2.1,0.0,GAME SIMULATION,321942,39408,14389,6023,11138,81.94,10.03,3.66,1.53,2.83,False
1313,88,Dragons World,392700,10.0,4,0.0,0.1,0.0,GAME SIMULATION,272947,43110,26799,11177,38665,69.51,10.98,6.82,2.85,9.85,False
1314,89,Mobile Bus Simulator,390139,50.0,4,2.2,4.8,0.0,GAME SIMULATION,273404,29817,20720,14467,51727,70.08,7.64,5.31,3.71,13.26,False
1315,90,Tap Tap Fish AbyssRium - Healing Aquarium (+VR),385639,10.0,4,0.0,0.0,0.0,GAME SIMULATION,252021,52499,29098,14284,37735,65.35,13.61,7.55,3.7,9.79,False
1316,91,레알팜 : 진짜 농산물 주는 게임,382940,5.0,4,0.1,0.0,0.0,GAME SIMULATION,242138,74428,36624,8536,21211,63.23,19.44,9.56,2.23,5.54,False
1317,92,WorldBox - Sandbox God Simulator,382650,10.0,4,3.8,8.0,0.0,GAME SIMULATION,293144,50979,17901,5934,14691,76.61,13.32,4.68,1.55,3.84,False
1318,93,Hotel Empire Tycoon - Idle Game Manager Simulator,379532,10.0,4,1.2,2.4,0.0,GAME SIMULATION,247748,63796,29275,12104,26607,65.28,16.81,7.71,3.19,7.01,False
1319,94,Townsmen,377596,10.0,4,0.1,0.2,0.0,GAME SIMULATION,252277,51899,23109,11199,39109,66.81,13.74,6.12,2.97,10.36,False
1320,95,DragonVale,376552,10.0,4,0.1,0.2,0.0,GAME SIMULATION,271141,45288,20340,10435,29346,72.01,12.03,5.4,2.77,7.79,False
1321,96,Happy Pet Story: Virtual Pet Game,371385,10.0,4,0.8,1.6,0.0,GAME SIMULATION,293088,33781,16211,7196,21108,78.92,9.1,4.37,1.94,5.68,False
1322,97,Teen Love Story Games For Girls,370084,10.0,4,0.0,0.1,0.0,GAME SIMULATION,235199,38028,24286,16630,55938,63.55,10.28,6.56,4.49,15.12,False
1323,98,Bee Factory,369586,10.0,4,1.0,2.0,0.0,GAME SIMULATION,267726,42019,23238,11274,25327,72.44,11.37,6.29,3.05,6.85,False
1324,99,Bridge Constructor FREE,367616,10.0,4,0.0,0.0,0.0,GAME SIMULATION,230926,47877,27285,10760,50765,62.82,13.02,7.42,2.93,13.81,False
1325,100,Kill Shot,365531,10.0,4,0.0,0.1,0.0,GAME SIMULATION,260286,71588,20104,3725,9827,71.21,19.58,5.5,1.02,2.69,False
1326,1,8 Ball Pool,21632735,500.0,4,1.2,630.8,0.0,GAME SPORTS,16281475,2268294,1017204,425693,1640067,75.26,10.49,4.7,1.97,7.58,False
1327,2,Dream League Soccer,13385786,100.0,4,0.0,0.1,0.0,GAME SPORTS,10086735,1454500,646066,266864,931618,75.35,10.87,4.83,1.99,6.96,False
1328,3,Score! Hero,6856324,100.0,4,0.5,1.1,0.0,GAME SPORTS,4551071,837222,464347,222878,780804,66.38,12.21,6.77,3.25,11.39,False
1329,4,eFootball PES 2021,6633030,50.0,4,3.3,7.4,0.0,GAME SPORTS,4847463,639852,315999,158995,670718,73.08,9.65,4.76,2.4,10.11,False
1330,5,Top Eleven 2021: Be a Soccer Manager,4721659,100.0,4,1.5,3.2,0.0,GAME SPORTS,3588283,753250,202057,60167,117899,76.0,15.95,4.28,1.27,2.5,False
1331,6,Carrom Pool: Disc Game,3181731,100.0,4,7.4,11.5,0.0,GAME SPORTS,2157840,364339,220366,106843,332341,67.82,11.45,6.93,3.36,10.45,False
1332,7,Dream League Soccer 2021,3161007,50.0,4,8.3,19.5,0.0,GAME SPORTS,2235530,376586,198148,88356,262385,70.72,11.91,6.27,2.8,8.3,False
1333,8,EA SPORTS UFC®,2999325,50.0,4,0.2,0.5,0.0,GAME SPORTS,2136445,388689,166512,69482,238194,71.23,12.96,5.55,2.32,7.94,False
1334,9,World Cricket Championship 2 - WCC2,2968290,50.0,4,0.8,1.7,0.0,GAME SPORTS,2084392,342113,160793,76200,304791,70.22,11.53,5.42,2.57,10.27,False
1335,10,Bowling King,2935299,10.0,4,0.1,0.3,0.0,GAME SPORTS,2170300,459849,176480,39384,89283,73.94,15.67,6.01,1.34,3.04,False
1336,11,Pooking - Billiards City,2651825,100.0,4,1.9,4.0,0.0,GAME SPORTS,1882062,372889,168158,63964,164749,70.97,14.06,6.34,2.41,6.21,False
1337,12,New Star Soccer,2284366,10.0,4,0.3,0.7,0.0,GAME SPORTS,1748328,338980,111056,26543,59457,76.53,14.84,4.86,1.16,2.6,False
1338,13,Soccer Stars,2243246,50.0,4,0.4,1.0,0.0,GAME SPORTS,1598826,206648,115761,61612,260397,71.27,9.21,5.16,2.75,11.61,False
1339,14,Online Soccer Manager (OSM) - 20/21,2010215,10.0,4,0.8,1.8,0.0,GAME SPORTS,1481891,233514,97167,41065,156575,73.72,11.62,4.83,2.04,7.79,False
1340,15,World Soccer League,1993891,100.0,4,1.9,4.2,0.0,GAME SPORTS,1422477,174753,112505,61988,222165,71.34,8.76,5.64,3.11,11.14,False
1341,16,Golf Clash,1990469,10.0,4,0.4,0.8,0.0,GAME SPORTS,1210213,428240,150477,55096,146441,60.8,21.51,7.56,2.77,7.36,False
1342,17,Football Strike - Multiplayer Soccer,1853563,100.0,4,3.0,6.4,0.0,GAME SPORTS,1366393,212579,111087,40535,122966,73.72,11.47,5.99,2.19,6.63,False
1343,18,Head Ball 2 - Online Soccer Game,1753364,50.0,4,1.4,3.1,0.0,GAME SPORTS,1167484,151506,87424,53241,293706,66.59,8.64,4.99,3.04,16.75,False
1344,19,Fishing Hook,1687621,50.0,4,0.5,1.0,0.0,GAME SPORTS,1189980,220383,122089,42638,112529,70.51,13.06,7.23,2.53,6.67,False
1345,20,Head Soccer,1631259,50.0,4,0.0,0.1,0.0,GAME SPORTS,1139374,167320,93301,35705,195558,69.85,10.26,5.72,2.19,11.99,False
1346,21,Pool Billiards Pro,1477201,100.0,4,0.1,0.2,0.0,GAME SPORTS,1020041,186164,121604,38112,111278,69.05,12.6,8.23,2.58,7.53,False
1347,22,Ace Fishing: Wild Catch,1375149,10.0,4,0.0,0.0,0.0,GAME SPORTS,956797,208855,96014,28267,85213,69.58,15.19,6.98,2.06,6.2,False
1348,23,Wrestling Revolution 3D,1269327,50.0,4,0.5,1.1,0.0,GAME SPORTS,847859,130863,81191,43650,165762,66.8,10.31,6.4,3.44,13.06,False
1349,24,zzSUNSET Last Season MM,1245413,10.0,4,0.0,0.0,0.0,GAME SPORTS,851499,131004,60713,38549,163645,68.37,10.52,4.87,3.1,13.14,False
1350,25,Basketball Stars,1240874,50.0,4,1.0,2.6,0.0,GAME SPORTS,884186,178064,72646,24750,81225,71.26,14.35,5.85,1.99,6.55,False
1351,26,Run Race 3D,1223330,100.0,4,0.7,1.5,0.0,GAME SPORTS,779223,139861,91243,54031,158969,63.7,11.43,7.46,4.42,12.99,False
1352,27,Real Cricket™ 20,1173980,10.0,4,3.0,5.3,0.0,GAME SPORTS,785369,145269,73509,34370,135461,66.9,12.37,6.26,2.93,11.54,False
1353,28,3D Bowling,1171064,100.0,4,0.1,0.3,0.0,GAME SPORTS,850318,152322,74213,25060,69149,72.61,13.01,6.34,2.14,5.9,False
1354,29,Tennis Clash: 1v1 Free Online Sports Game,1090511,10.0,4,3.1,5.6,0.0,GAME SPORTS,735323,149631,71632,31036,102887,67.43,13.72,6.57,2.85,9.43,False
1355,30,PES CLUB MANAGER,1028795,10.0,4,0.3,0.8,0.0,GAME SPORTS,663622,128424,66081,35654,135011,64.5,12.48,6.42,3.47,13.12,False
1356,31,Shooting World - Gun Fire,1013587,50.0,4,0.5,0.9,0.0,GAME SPORTS,807463,105621,40973,16139,43389,79.66,10.42,4.04,1.59,4.28,False
1357,32,Archery Master 3D,955057,100.0,4,0.1,0.3,0.0,GAME SPORTS,627644,108404,73468,34815,110723,65.72,11.35,7.69,3.65,11.59,False
1358,33,Soccer Star 2021 Top Leagues: Play the SOCCER game,911473,10.0,4,5546.9,1.9,0.0,GAME SPORTS,632151,98242,55088,28447,97544,69.35,10.78,6.04,3.12,10.7,False
1359,34,Real Football,907290,50.0,3,0.5,1.1,0.0,GAME SPORTS,510826,90630,72909,43412,189511,56.3,9.99,8.04,4.78,20.89,False
1360,35,Head Football LaLiga 2021 - Skills Soccer Games,898768,10.0,4,0.1,0.2,0.0,GAME SPORTS,620533,93797,48107,21740,114589,69.04,10.44,5.35,2.42,12.75,False
1361,36,Flip Diving,882096,50.0,4,0.3,0.8,0.0,GAME SPORTS,665550,89779,45159,21600,60005,75.45,10.18,5.12,2.45,6.8,False
1362,37,World Cricket Championship Lt,830720,50.0,4,1.1,2.0,0.0,GAME SPORTS,553923,84564,54753,30030,107447,66.68,10.18,6.59,3.61,12.93,False
1363,38,Score! Match - PvP Soccer,800381,50.0,4,1.8,3.7,0.0,GAME SPORTS,533959,91057,51104,23326,100933,66.71,11.38,6.38,2.91,12.61,False
1364,39,Kite Flying - Layang Layang,791739,50.0,4,0.3,0.6,0.0,GAME SPORTS,563091,61090,40304,25448,101803,71.12,7.72,5.09,3.21,12.86,False
1365,40,Final kick 2020 Best Online football penalty game,764961,10.0,4,0.1,0.1,0.0,GAME SPORTS,529693,100865,47391,16992,70017,69.24,13.19,6.2,2.22,9.15,False
1366,41,Mini Golf King - Multiplayer Game,763809,10.0,4,0.2,0.5,0.0,GAME SPORTS,469929,152955,62157,21875,56891,61.52,20.03,8.14,2.86,7.45,False
1367,42,Boxing Star,741513,10.0,4,0.6,1.5,0.0,GAME SPORTS,535641,102194,40413,14977,48285,72.24,13.78,5.45,2.02,6.51,False
1368,43,Ultimate Soccer - Football,735171,50.0,3,0.3,0.6,0.0,GAME SPORTS,437502,68332,53638,34036,141662,59.51,9.29,7.3,4.63,19.27,False
1369,44,Real Cricket™ 17,731621,10.0,4,0.3,0.5,0.0,GAME SPORTS,482387,85634,50657,24070,88870,65.93,11.7,6.92,3.29,12.15,False
1370,45,Stickman Soccer 2014,709937,10.0,4,0.1,0.2,0.0,GAME SPORTS,528783,71826,42348,13419,53559,74.48,10.12,5.97,1.89,7.54,False
1371,46,Mobile Soccer,706812,10.0,4,0.0,0.0,0.0,GAME SPORTS,535210,69973,33539,12723,55364,75.72,9.9,4.75,1.8,7.83,False
1372,47,Touchgrind BMX,701459,10.0,3,0.4,0.9,0.0,GAME SPORTS,413726,88509,60945,31050,107227,58.98,12.62,8.69,4.43,15.29,False
1373,48,Golf Battle,643614,50.0,4,3.0,7.0,0.0,GAME SPORTS,406123,98989,47508,21946,69046,63.1,15.38,7.38,3.41,10.73,False
1374,49,Soccer Star 2020 World Football: World Star Cup,609649,10.0,4,0.1,0.1,0.0,GAME SPORTS,400158,69557,39896,19853,80183,65.64,11.41,6.54,3.26,13.15,False
1375,50,Shooting Archery,609296,50.0,4,3.3,8.1,0.0,GAME SPORTS,432282,94840,40134,12280,29758,70.95,15.57,6.59,2.02,4.88,False
1376,51,WWE SuperCard - Battle Cards,606187,10.0,4,0.2,0.6,0.0,GAME SPORTS,430874,67636,29880,16510,61285,71.08,11.16,4.93,2.72,10.11,False
1377,52,Winner Soccer Evo Elite,574059,10.0,4,1.0,2.2,0.0,GAME SPORTS,411806,56784,33689,16799,54978,71.74,9.89,5.87,2.93,9.58,False
1378,53,Basketball Shoot,560180,10.0,4,0.0,0.0,0.0,GAME SPORTS,367273,81332,43836,18658,49078,65.56,14.52,7.83,3.33,8.76,False
1379,54,NBA LIVE Mobile Basketball,535002,50.0,4,0.1,0.2,0.0,GAME SPORTS,386021,57440,25220,13740,52580,72.15,10.74,4.71,2.57,9.83,False
1380,55,Badminton League,525279,50.0,4,0.6,1.6,0.0,GAME SPORTS,330363,53611,38069,23007,80227,62.89,10.21,7.25,4.38,15.27,False
1381,56,EA SPORTS™ FIFA 21 Companion,523056,10.0,3,0.6,1.5,0.0,GAME SPORTS,299326,64282,33360,20314,105772,57.23,12.29,6.38,3.88,20.22,False
1382,57,Soccer Cup 2021: Free Football Games,498485,50.0,4,2.3,4.6,0.0,GAME SPORTS,332313,51049,33983,17175,63963,66.66,10.24,6.82,3.45,12.83,False
1383,58,Stickman Soccer - Classic,498367,10.0,4,0.0,0.1,0.0,GAME SPORTS,360612,57971,33439,10326,36018,72.36,11.63,6.71,2.07,7.23,False
1384,59,Soccer Super Star,496476,50.0,4,10.8,27.3,0.0,GAME SPORTS,350549,65548,33569,11808,35000,70.61,13.2,6.76,2.38,7.05,False
1385,60,Golf Star™,457537,10.0,4,0.1,0.0,0.0,GAME SPORTS,271186,85186,31744,14167,55251,59.27,18.62,6.94,3.1,12.08,False
1386,61,Fanatical Football,456387,10.0,4,121.6,0.1,0.0,GAME SPORTS,298062,52142,31748,14031,60401,65.31,11.43,6.96,3.07,13.23,False
1387,62,⚽Puppet Soccer 2014 - Big Head Football 🏆,455149,10.0,4,0.4,0.8,0.0,GAME SPORTS,300993,36779,23933,16155,77287,66.13,8.08,5.26,3.55,16.98,False
1388,63,Shooting Ball,452591,10.0,4,4.0,9.2,0.0,GAME SPORTS,305232,80398,36170,10098,20691,67.44,17.76,7.99,2.23,4.57,False
1389,64,Basketball Mania,448601,10.0,4,0.0,0.0,0.0,GAME SPORTS,302450,61581,37015,13418,34135,67.42,13.73,8.25,2.99,7.61,False
1390,65,Volleyball Champions 3D - Online Sports Game,446911,10.0,4,0.1,0.3,0.0,GAME SPORTS,272730,64568,43604,17995,48011,61.03,14.45,9.76,4.03,10.74,False
1391,66,Basketball Battle,444198,10.0,4,0.2,0.5,0.0,GAME SPORTS,320223,52837,27370,12160,31606,72.09,11.89,6.16,2.74,7.12,False
1392,67,Golf King - World Tour,428647,5.0,4,3.9,8.6,0.0,GAME SPORTS,296744,90844,23382,5097,12578,69.23,21.19,5.45,1.19,2.93,False
1393,68,Shooting King,419893,10.0,4,0.2,0.4,0.0,GAME SPORTS,260223,87017,43054,10604,18993,61.97,20.72,10.25,2.53,4.52,False
1394,69,Homerun Battle 2,413619,5.0,4,0.0,0.0,0.0,GAME SPORTS,343505,38787,12196,3675,15453,83.05,9.38,2.95,0.89,3.74,False
1395,70,Hit & Knock down,402390,10.0,4,0.5,1.5,0.0,GAME SPORTS,270001,58862,32812,11496,29216,67.1,14.63,8.15,2.86,7.26,False
1396,71,Table Tennis 3D,393293,10.0,4,0.1,0.2,0.0,GAME SPORTS,253594,58402,33719,10816,36759,64.48,14.85,8.57,2.75,9.35,False
1397,72,Fishing Paradise 3D Free+,384096,10.0,4,0.1,0.3,0.0,GAME SPORTS,243744,57619,35647,12745,34338,63.46,15.0,9.28,3.32,8.94,False
1398,73,Sachin Saga Cricket Champions,379119,10.0,3,1.8,3.4,0.0,GAME SPORTS,229185,46052,27425,14472,61982,60.45,12.15,7.23,3.82,16.35,False
1399,74,Top Football Manager 2021,375089,10.0,4,0.9,1.8,0.0,GAME SPORTS,246164,59003,27066,9842,33013,65.63,15.73,7.22,2.62,8.8,False
1400,75,Wrestling Revolution,368562,10.0,4,0.4,0.9,0.0,GAME SPORTS,243719,38393,23013,13210,50224,66.13,10.42,6.24,3.58,13.63,False
1401,76,3D Pool Ball,362339,10.0,4,0.5,1.1,0.0,GAME SPORTS,259234,34428,21411,10471,36793,71.54,9.5,5.91,2.89,10.15,False
1402,77,Stickman Basketball,356039,10.0,4,0.0,0.0,0.0,GAME SPORTS,258057,39470,21786,8007,28716,72.48,11.09,6.12,2.25,8.07,False
1403,78,Golf Rival,346518,10.0,4,2.7,5.6,0.0,GAME SPORTS,230058,62135,19781,8999,25543,66.39,17.93,5.71,2.6,7.37,False
1404,79,Mike V: Skateboard Party,338202,10.0,4,0.1,0.2,0.0,GAME SPORTS,244122,35967,19367,8170,30574,72.18,10.63,5.73,2.42,9.04,False
1405,80,Stick Cricket Premier League,335702,5.0,4,0.2,0.4,0.0,GAME SPORTS,217218,48828,21665,9633,38355,64.71,14.55,6.45,2.87,11.43,False
1406,81,Mobile Soccer League,327608,10.0,4,9750.2,1.3,0.0,GAME SPORTS,210984,46272,24348,11236,34766,64.4,14.12,7.43,3.43,10.61,False
1407,82,Virtual Table Tennis 3D,327381,10.0,4,0.0,0.1,0.0,GAME SPORTS,209651,37816,25667,8499,45745,64.04,11.55,7.84,2.6,13.97,False
1408,83,Badminton Legend,312534,10.0,4,0.2,0.6,0.0,GAME SPORTS,247349,22693,14726,7338,20426,79.14,7.26,4.71,2.35,6.54,False
1409,84,Retro Bowl,305429,1.0,4,2.9,6.0,0.0,GAME SPORTS,241707,50043,9331,1728,2617,79.14,16.38,3.06,0.57,0.86,False
1410,85,Mini Football - Mobile Soccer,301571,10.0,4,5.3,11.1,0.0,GAME SPORTS,197259,39792,18432,9051,37034,65.41,13.2,6.11,3.0,12.28,False
1411,86,Soccer Kicks (Football),288957,10.0,4,0.0,0.0,0.0,GAME SPORTS,175653,33972,27958,14074,37298,60.79,11.76,9.68,4.87,12.91,False
1412,87,Fanatical Basketball,276833,10.0,4,0.5,1.1,0.0,GAME SPORTS,188798,28592,20486,9394,29561,68.2,10.33,7.4,3.39,10.68,False
1413,88,PBA® Bowling Challenge,276082,10.0,4,0.3,0.6,0.0,GAME SPORTS,195262,46016,14447,5826,14527,70.73,16.67,5.23,2.11,5.26,False
1414,89,Touchgrind Skate 2,272380,10.0,3,0.7,1.5,0.0,GAME SPORTS,154533,37974,24205,12601,43063,56.74,13.94,8.89,4.63,15.81,False
1415,90,Baseball Superstars® 2013,269937,5.0,4,0.1,0.0,0.0,GAME SPORTS,190570,40822,19536,5036,13970,70.6,15.12,7.24,1.87,5.18,False
1416,91,Flip Master,266048,10.0,4,0.5,1.1,0.0,GAME SPORTS,182023,29897,18752,9196,26178,68.42,11.24,7.05,3.46,9.84,False
1417,92,Archery Tournament,265926,10.0,4,0.0,0.0,0.0,GAME SPORTS,149106,49116,30239,11901,25562,56.07,18.47,11.37,4.48,9.61,False
1418,93,Winner Soccer Evolution,264519,10.0,4,1.5,3.2,0.0,GAME SPORTS,184046,26125,16655,9001,28690,69.58,9.88,6.3,3.4,10.85,False
1419,94,Shoot Goal - Football Stars Soccer Games 2021,261197,10.0,4,0.2,0.4,0.0,GAME SPORTS,173684,24880,16850,9080,36700,66.5,9.53,6.45,3.48,14.05,False
1420,95,Badminton 3D,258454,10.0,4,0.1,0.1,0.0,GAME SPORTS,165941,39223,24908,6873,21507,64.21,15.18,9.64,2.66,8.32,False
1421,96,Photo Finish Horse Racing,254590,5.0,4,435.4,0.4,0.0,GAME SPORTS,216840,19662,6088,2999,8998,85.17,7.72,2.39,1.18,3.53,False
1422,97,Basketball Kings: Multiplayer,252130,5.0,4,0.0,0.0,0.0,GAME SPORTS,198907,28125,12033,3178,9884,78.89,11.16,4.77,1.26,3.92,False
1423,98,Stickman Soccer 2016,251087,10.0,4,0.1,0.2,0.0,GAME SPORTS,173365,29455,16365,7119,24782,69.05,11.73,6.52,2.84,9.87,False
1424,99,Ultimate Tennis: 3D online sports game,245430,10.0,4,0.2,0.5,0.0,GAME SPORTS,157055,35355,16787,8030,28200,63.99,14.41,6.84,3.27,11.49,False
1425,100,Futsal Football 2,243214,10.0,2,0.0,0.0,0.0,GAME SPORTS,84461,12107,13275,8344,125025,34.73,4.98,5.46,3.43,51.41,False
1426,1,Clash of Clans,55766763,500.0,4,0.3,1.0,0.0,GAME STRATEGY,43346128,5404966,2276203,971321,3768141,77.73,9.69,4.08,1.74,6.76,False
1427,2,Clash Royale,30852360,100.0,4,0.4,0.8,0.0,GAME STRATEGY,21009004,3645468,1655906,777067,3764913,68.1,11.82,5.37,2.52,12.2,False
1428,3,Lords Mobile: Tower Defense,6548519,100.0,4,2.0,4.2,0.0,GAME STRATEGY,4667558,783541,364754,141812,590852,71.28,11.97,5.57,2.17,9.02,False
1429,4,Boom Beach,6055738,50.0,4,0.1,0.2,0.0,GAME STRATEGY,4401189,803632,324777,122057,404080,72.68,13.27,5.36,2.02,6.67,False
1430,5,Plants vs. Zombies FREE,5164307,100.0,4,0.6,1.2,0.0,GAME STRATEGY,3744157,524307,276843,139857,479140,72.5,10.15,5.36,2.71,9.28,False
1431,6,Castle Clash: Guild Royale,5013543,100.0,4,0.4,0.7,0.0,GAME STRATEGY,3490753,444434,253620,123462,701271,69.63,8.86,5.06,2.46,13.99,False
1432,7,Grow Empire: Rome,3687571,10.0,4,0.6,1.2,0.0,GAME STRATEGY,2764963,535971,217151,53862,115622,74.98,14.53,5.89,1.46,3.14,False
1433,8,World of Tanks Blitz PVP MMO 3D tank game for free,3671736,100.0,4,1.0,2.3,0.0,GAME STRATEGY,2525303,392631,182624,110955,460219,68.78,10.69,4.97,3.02,12.53,False
1434,9,Monster Legends: Breed and Collect,3342006,50.0,4,0.4,1.0,0.0,GAME STRATEGY,2555996,356028,147355,62745,219879,76.48,10.65,4.41,1.88,6.58,False
1435,10,Bid Wars - Storage Auctions and Pawn Shop Tycoon,3120219,10.0,4,0.1,0.3,0.0,GAME STRATEGY,2040765,579613,287144,79355,133340,65.4,18.58,9.2,2.54,4.27,False
1436,11,Clash of Kings : Newly Presented Knight System,2317500,50.0,4,0.0,0.1,0.0,GAME STRATEGY,1492317,268330,147956,76316,332578,64.39,11.58,6.38,3.29,14.35,False
1437,12,Vlogger Go Viral: Streamer Tuber Idle Life Games,2120051,10.0,4,0.3,0.9,0.0,GAME STRATEGY,1672347,210475,88357,39902,108966,78.88,9.93,4.17,1.88,5.14,False
1438,13,Stick War: Legacy,1997631,100.0,4,2.3,4.6,0.0,GAME STRATEGY,1594877,141385,68934,38963,153468,79.84,7.08,3.45,1.95,7.68,False
1439,14,State of Survival: The Walking Dead Collaboration,1823903,50.0,4,2.7,6.4,0.0,GAME STRATEGY,1293252,279123,89442,34210,127873,70.91,15.3,4.9,1.88,7.01,False
1440,15,Castle Clash: Схватка Гильдий,1727242,10.0,4,0.2,41869.7,0.0,GAME STRATEGY,1317062,146795,69614,36254,157515,76.25,8.5,4.03,2.1,9.12,False
1441,16,Clash of Lords 2: Guild Castle,1709263,10.0,4,0.0,0.0,0.0,GAME STRATEGY,1217904,157175,101282,35373,197526,71.25,9.2,5.93,2.07,11.56,False
1442,17,Rise of Kingdoms: Lost Crusade,1651636,10.0,4,1.5,3.3,0.0,GAME STRATEGY,1165118,185134,73380,37330,190672,70.54,11.21,4.44,2.26,11.54,False
1443,18,Last Shelter: Survival,1526081,10.0,4,691.5,0.8,0.0,GAME STRATEGY,985247,263163,104963,40419,132287,64.56,17.24,6.88,2.65,8.67,False
1444,19,Game of War - Fire Age,1492534,50.0,3,0.0,0.0,0.0,GAME STRATEGY,787791,132570,128828,58422,384920,52.78,8.88,8.63,3.91,25.79,False
1445,20,Megapolis: city building simulator. Urban strategy,1451408,50.0,4,0.2,0.3,0.0,GAME STRATEGY,1018102,214995,74627,35751,107932,70.15,14.81,5.14,2.46,7.44,False
1446,21,Empire: Four Kingdoms | Medieval Strategy MMO,1319150,50.0,4,0.1,0.1,0.0,GAME STRATEGY,814958,193275,100281,44780,165854,61.78,14.65,7.6,3.39,12.57,False
1447,22,Castle Crush: Epic Battle - Free Strategy Games,1311005,50.0,4,0.9,2.3,0.0,GAME STRATEGY,963379,139126,67624,29664,111211,73.48,10.61,5.16,2.26,8.48,False
1448,23,League of Legends: Wild Rift,1296343,10.0,4,8.4,24.2,0.0,GAME STRATEGY,897519,136143,68889,36300,157490,69.23,10.5,5.31,2.8,12.15,False
1449,24,King of Thieves,1272102,10.0,4,0.2,0.3,0.0,GAME STRATEGY,912259,165799,66623,29432,97986,71.71,13.03,5.24,2.31,7.7,False
1450,25,Throne Rush,1225321,10.0,4,0.0,0.1,0.0,GAME STRATEGY,914224,141171,64228,22751,82945,74.61,11.52,5.24,1.86,6.77,False
1451,26,Bid Wars 2: Pawn Shop - Storage Auction Simulator,1006180,10.0,4,2.1,4.7,0.0,GAME STRATEGY,598228,221366,107170,25486,53928,59.46,22.0,10.65,2.53,5.36,False
1452,27,Rise of Empires: Ice and Fire,993926,10.0,4,5.3,15.4,0.0,GAME STRATEGY,832782,86268,34499,9882,30492,83.79,8.68,3.47,0.99,3.07,False
